record_id,region,product,sales_channel,quarter,sales_rep_count,marketing_spend_usd,doctor_visits,samples_distributed,prior_month_sales_usd,competitor_index,stock_availability,discount_pct,market_potential_index,monthly_sales_usd
10452,East,Respira,Specialty Pharmacy,Q1,4,125181.96,169,5170,64357.85,0.81,0.912,9.75,1.11,567212.67
10453,South,CardioCare,Hospital,Q1,50,22258.89,167,8158,235310.82,1.2,0.773,11.33,1.21,726078.89
10454,Central,Respira,Retail Pharmacy,Q2,69,44918.24,27,1503,504902.38,1.3,0.866,4.62,0.52,394123.83
10455,North,DiabeSafe,Hospital,Q4,30,74844.98,48,11158,286480.78,1.33,0.851,14.41,0.54,548496.34
10456,East,Respira,Hospital,Q4,59,176948.42,315,8004,434843.21,0.83,0.74,11.38,1.4,1081060.37
10457,North,CardioCare,Specialty Pharmacy,Q4,67,143426.51,433,2966,389363.84,1.32,0.949,9.06,0.57,1109320.64
10458,East,DiabeSafe,Hospital,Q3,75,134692.75,228,10630,43775.46,0.59,0.814,1.08,1.39,927982.31
10459,North,Respira,Retail Pharmacy,Q3,45,29752.46,147,2439,642894.79,0.59,0.881,16.49,0.73,519444.7
10460,North,OncoPlus,Specialty Pharmacy,Q3,4,142769.3,359,2135,55685.42,1.11,0.864,11.08,1.24,1100195.67
10461,North,NeuroCalm,Hospital,Q2,26,143495.7,135,10390,630037.7,0.61,0.864,3.47,0.81,924571.64
10462,West,DiabeSafe,Retail Pharmacy,Q3,27,112187.46,163,8595,370915.79,0.84,0.75,10.91,1.36,725732.53
10463,West,NeuroCalm,Hospital,Q2,46,178361.5,449,6765,627158.6,1.16,0.839,12.19,1.2,1321012.85
10464,East,DiabeSafe,Clinic,Q4,64,65293.16,337,13219,101147.23,0.85,0.847,9.46,0.9,584595.56
10465,Central,OncoPlus,Retail Pharmacy,Q3,51,170016.32,254,10783,334053.28,0.71,0.925,12.93,0.58,1055805.14
10466,South,NeuroCalm,Specialty Pharmacy,Q3,50,165504.29,26,2395,135092.54,0.8,0.955,10.47,1.23,455515.1
10467,South,Immunex,Retail Pharmacy,Q1,6,11951.71,64,14731,61604.42,0.96,0.873,17.06,1.12,453745.85
10468,Central,CardioCare,Hospital,Q2,59,86519.81,258,14128,412868.05,0.98,0.744,0.97,0.5,947068.96
10469,North,Immunex,Retail Pharmacy,Q4,15,176107.72,174,7024,158825.72,1.25,0.786,1.91,0.51,679541.78
10470,Central,Respira,Clinic,Q1,30,27530.63,200,12932,394372.15,1.23,0.766,3.13,1.31,393786.95
10471,North,OncoPlus,Retail Pharmacy,Q1,42,103123.4,234,12090,99665.98,0.96,0.755,12.42,0.76,774244.73
10472,Central,Immunex,Specialty Pharmacy,Q4,37,176422.78,107,1573,235831.61,1.31,0.822,11.62,1.14,979436.83
10473,North,DiabeSafe,Clinic,Q1,42,104434.22,275,5684,514612.19,0.65,0.784,16.06,0.95,653332.61
10474,Central,Respira,Hospital,Q2,35,42268.6,92,2902,300971.94,0.78,0.781,13.19,1.36,492367.09
10475,East,Respira,Hospital,Q2,6,108971.15,438,5395,419202.16,1.3,0.735,9.15,1.42,1116273.88
10476,Central,Immunex,Retail Pharmacy,Q3,68,44754.9,198,7831,431423.92,0.89,0.725,17.85,1.5,840493.11
10477,North,Immunex,Retail Pharmacy,Q1,18,98349.72,231,11904,553128.13,1.43,0.749,4.79,0.65,837054.86
10478,East,OncoPlus,Specialty Pharmacy,Q3,73,22587.18,312,12729,231452.13,0.97,0.768,15.0,1.36,1024265.08
10479,Central,CardioCare,Clinic,Q1,29,112932.05,253,9843,456123.25,1.26,0.841,7.68,0.77,720695.41
10480,East,Immunex,Retail Pharmacy,Q2,77,97854.29,258,11137,626201.8,0.91,0.863,11.68,1.09,1036913.72
10481,West,Immunex,Hospital,Q2,59,135827.43,242,2456,482750.87,0.93,0.759,13.09,1.01,1243206.37
10482,West,NeuroCalm,Specialty Pharmacy,Q2,47,117219.08,138,7523,333719.7,0.89,0.839,11.41,0.52,644552.68
10483,South,DiabeSafe,Hospital,Q1,17,103433.07,332,13250,421044.82,1.2,0.816,2.53,1.43,1211861.32
10484,West,NeuroCalm,Specialty Pharmacy,Q2,22,127262.4,283,14562,488603.4,1.04,0.771,7.97,0.58,873169.35
10485,East,NeuroCalm,Retail Pharmacy,Q1,68,34470.13,226,14833,409610.97,1.4,0.722,10.11,1.19,457207.32
10486,Central,Respira,Specialty Pharmacy,Q3,69,111211.14,114,4407,40339.0,0.78,0.851,15.28,1.29,480424.56
10487,North,CardioCare,Hospital,Q1,37,39258.8,392,1307,150759.57,0.64,0.912,7.99,1.3,740423.93
10488,South,DiabeSafe,Retail Pharmacy,Q3,49,167338.78,241,8878,532490.29,0.9,0.783,16.54,0.64,975291.33
10489,Central,OncoPlus,Retail Pharmacy,Q1,13,21616.8,385,14531,199043.4,1.11,0.757,7.93,0.95,950681.99
10490,Central,OncoPlus,Retail Pharmacy,Q3,34,83163.71,295,5327,483568.51,1.32,0.968,9.88,1.33,1037129.39
10491,South,Immunex,Hospital,Q2,53,128285.57,399,14723,260714.53,0.86,0.797,14.33,0.8,1266420.63
10492,West,Immunex,Specialty Pharmacy,Q3,51,87863.78,250,14001,353568.28,1.14,0.783,10.5,0.97,1061141.71
10493,South,OncoPlus,Clinic,Q2,3,25656.19,328,14199,72143.45,0.87,0.96,17.28,0.77,550768.53
10494,North,Immunex,Hospital,Q2,42,104074.43,138,5024,142359.85,1.11,0.949,11.89,0.96,704731.17
10495,East,CardioCare,Hospital,Q3,32,119077.42,287,9999,623462.12,1.35,0.846,9.41,1.39,1172342.54
10496,South,NeuroCalm,Hospital,Q1,51,129644.69,292,2784,581885.59,0.76,0.857,0.42,0.96,935029.36
10497,East,Immunex,Retail Pharmacy,Q1,46,73454.17,83,5813,434410.57,0.91,0.781,7.45,1.06,690490.14
10498,North,Respira,Retail Pharmacy,Q4,21,105822.2,317,14098,314979.65,1.44,0.742,5.39,0.9,728660.7
10499,Central,Immunex,Retail Pharmacy,Q1,44,86616.7,369,13558,448972.0,1.33,0.881,13.47,0.96,1023326.33
10500,Central,DiabeSafe,Hospital,Q4,11,124249.53,432,1257,413538.38,1.06,0.748,3.75,0.52,1086957.32
10501,West,CardioCare,Retail Pharmacy,Q1,68,109204.68,422,12923,382502.4,1.01,0.846,3.69,0.78,965555.85
10502,East,DiabeSafe,Retail Pharmacy,Q1,1,99378.56,30,5387,66689.78,0.81,0.983,3.41,0.94,347236.83
10503,South,DiabeSafe,Retail Pharmacy,Q2,63,52419.14,117,4354,422337.62,1.02,0.987,2.26,1.13,624757.35
10504,West,Respira,Clinic,Q4,24,10343.15,90,12958,506730.43,1.31,0.787,5.6,0.95,377952.01
10505,West,CardioCare,Hospital,Q1,13,39593.88,383,10898,646330.63,1.17,0.895,15.95,0.84,1063278.27
10506,North,CardioCare,Specialty Pharmacy,Q4,11,29901.23,77,4058,36868.7,0.81,0.853,13.95,0.89,341203.68
10507,Central,CardioCare,Retail Pharmacy,Q2,51,86344.41,309,10272,482707.54,0.73,0.965,13.23,0.74,761035.89
10508,West,CardioCare,Retail Pharmacy,Q2,17,114083.89,270,1461,384509.38,0.79,0.796,14.35,1.42,870746.95
10509,Central,CardioCare,Specialty Pharmacy,Q4,24,46224.45,295,4347,299112.35,0.7,0.721,4.85,1.02,780893.53
10510,West,Respira,Specialty Pharmacy,Q2,19,169639.71,69,7226,109093.51,0.64,0.766,15.97,0.51,616903.94
10511,East,Immunex,Clinic,Q3,37,11135.96,377,4075,283632.79,0.93,0.818,2.47,0.52,462081.46
10512,South,DiabeSafe,Hospital,Q3,8,141291.17,235,9567,249713.85,0.65,0.808,6.05,1.47,981719.4
10513,Central,CardioCare,Hospital,Q2,28,116284.81,413,2918,217754.53,0.7,0.942,10.56,0.72,999455.84
10514,Central,Immunex,Specialty Pharmacy,Q3,5,73504.32,435,4698,483145.37,1.04,0.911,1.85,1.31,1125520.7
10515,North,Immunex,Retail Pharmacy,Q1,17,18583.12,71,1501,464449.82,0.7,0.804,13.14,0.56,381475.45
10516,North,DiabeSafe,Hospital,Q4,36,116672.72,290,5744,395192.46,0.61,0.848,6.97,1.42,1023919.96
10517,South,Respira,Hospital,Q1,19,75554.3,103,12076,611972.18,0.84,0.747,14.12,1.37,822245.78
10518,West,OncoPlus,Hospital,Q4,64,169165.41,406,7619,246909.72,0.75,0.971,8.87,1.07,1448149.65
10519,Central,OncoPlus,Clinic,Q2,11,102138.31,312,4566,181157.2,1.01,0.982,3.26,0.51,765765.34
10520,North,Immunex,Hospital,Q1,54,169740.76,145,3345,436660.05,0.64,0.994,13.23,0.76,1125554.88
10521,East,NeuroCalm,Hospital,Q2,45,47482.23,315,10173,153264.72,1.23,0.963,4.54,0.91,572991.31
10522,South,NeuroCalm,Hospital,Q2,47,133373.4,91,11993,225306.51,1.37,0.769,8.83,0.96,696885.45
10523,Central,DiabeSafe,Retail Pharmacy,Q4,12,114932.33,315,9349,169253.51,1.22,0.733,1.36,0.8,772395.04
10524,West,OncoPlus,Hospital,Q4,21,135699.4,255,5816,72875.21,1.03,0.882,11.12,0.53,988244.06
10525,West,Immunex,Retail Pharmacy,Q4,11,46493.54,75,11472,543049.22,1.32,0.976,11.99,1.09,672685.29
10526,East,Respira,Hospital,Q1,5,123049.07,426,922,187815.14,1.18,0.77,6.82,1.02,827085.03
10527,South,OncoPlus,Specialty Pharmacy,Q3,56,94666.87,379,7215,323277.05,0.56,0.722,17.18,0.78,1219025.62
10528,South,Immunex,Hospital,Q4,20,136280.25,414,12373,56855.47,0.9,0.946,15.74,0.54,1041154.69
10529,North,Immunex,Retail Pharmacy,Q4,41,65597.59,129,4766,463590.47,1.32,0.742,12.74,1.49,781927.9
10530,Central,CardioCare,Clinic,Q1,46,161309.69,211,8049,234947.82,0.86,0.836,12.85,0.98,646191.37
10531,West,Respira,Retail Pharmacy,Q4,12,24331.22,411,6816,491736.77,0.58,0.91,4.54,1.26,722582.91
10532,Central,CardioCare,Retail Pharmacy,Q1,70,147222.18,112,3210,285689.9,1.22,0.786,11.82,0.95,602317.41
10533,Central,DiabeSafe,Hospital,Q2,17,156424.34,369,9144,151368.48,1.27,0.744,3.57,0.54,1005125.85
10534,East,CardioCare,Hospital,Q4,19,148932.89,75,11089,348168.55,0.69,0.936,2.59,0.81,1012593.09
10535,West,CardioCare,Specialty Pharmacy,Q4,26,97163.49,79,8569,110912.83,1.03,0.896,17.99,0.82,533000.5
10536,Central,OncoPlus,Clinic,Q2,48,84525.45,157,10667,303134.28,0.72,0.997,11.2,1.34,819525.69
10537,West,NeuroCalm,Specialty Pharmacy,Q2,52,179364.59,58,2157,226729.4,1.2,0.816,7.76,1.15,599660.72
10538,South,Immunex,Retail Pharmacy,Q2,70,48959.23,47,3041,595414.94,0.79,0.737,5.19,0.78,649953.98
10539,South,Respira,Specialty Pharmacy,Q4,55,102968.91,68,7263,67775.81,0.83,0.926,10.87,1.47,593109.76
10540,North,CardioCare,Retail Pharmacy,Q3,75,124014.84,439,3575,460290.8,1.31,0.866,0.89,0.82,959806.88
10541,Central,Respira,Hospital,Q3,33,129147.5,144,3664,143305.72,0.98,0.78,1.7,1.5,621593.32
10542,East,NeuroCalm,Retail Pharmacy,Q3,62,44684.19,32,11658,227807.95,1.15,0.939,0.59,1.5,360863.01
10543,North,NeuroCalm,Clinic,Q4,23,121179.0,55,2553,287618.72,0.91,0.777,8.99,0.69,356977.48
10544,West,CardioCare,Hospital,Q2,15,149122.83,120,8979,592969.36,0.82,0.793,10.81,0.81,1141456.42
10545,East,DiabeSafe,Specialty Pharmacy,Q4,27,18503.16,301,6237,180398.52,1.11,0.746,1.12,0.99,546568.22
10546,South,CardioCare,Hospital,Q2,75,164958.62,105,3717,86611.46,0.69,0.832,12.98,1.16,678389.02
10547,North,OncoPlus,Retail Pharmacy,Q4,64,15015.69,23,12546,227587.55,0.89,0.837,4.15,1.03,386000.68
10548,West,Immunex,Hospital,Q4,51,70515.08,242,1947,94899.1,0.74,0.864,12.33,1.47,722274.14
10549,East,DiabeSafe,Retail Pharmacy,Q2,53,12688.24,357,6509,109729.82,1.18,0.919,17.67,1.22,645843.47
10550,West,CardioCare,Specialty Pharmacy,Q3,78,23114.68,185,1107,385787.37,1.4,0.974,12.44,0.71,648508.34
10551,East,Respira,Retail Pharmacy,Q2,51,164898.61,402,5052,67759.2,1.45,0.759,15.9,0.61,672608.58
10552,Central,DiabeSafe,Specialty Pharmacy,Q1,47,70326.34,363,2264,49177.15,0.96,0.735,17.07,1.19,763583.26
10553,East,DiabeSafe,Specialty Pharmacy,Q1,4,82211.16,402,9917,472936.74,0.78,0.725,8.76,0.66,1015333.7
10554,East,CardioCare,Clinic,Q2,7,46608.54,395,9927,254221.2,0.95,0.76,12.64,1.29,591262.09
10555,Central,DiabeSafe,Hospital,Q4,35,111506.28,297,9721,107732.72,1.31,0.904,15.34,0.81,920955.72
10556,South,Respira,Retail Pharmacy,Q1,48,111116.55,149,3171,187239.92,0.74,0.924,6.42,0.83,553538.81
10557,North,NeuroCalm,Hospital,Q1,73,73274.07,50,7019,428093.63,1.41,0.94,4.71,0.51,503325.8
10558,North,DiabeSafe,Clinic,Q4,72,66615.93,394,4462,200832.67,0.86,0.788,17.04,1.2,765723.64
10559,West,NeuroCalm,Clinic,Q4,45,160443.93,30,13234,336603.1,1.44,0.806,13.07,0.61,524717.45
10560,West,Respira,Retail Pharmacy,Q3,72,75158.32,321,13622,105451.09,1.3,0.855,3.95,1.27,699334.86
10561,West,CardioCare,Clinic,Q4,19,93895.17,115,3677,394618.06,1.28,0.738,8.08,0.99,486818.77
10562,North,Immunex,Retail Pharmacy,Q2,63,58161.81,209,4222,225968.16,0.84,0.891,14.34,1.28,733973.43
10563,North,DiabeSafe,Retail Pharmacy,Q2,38,143750.82,211,5406,418720.43,0.56,0.995,9.85,1.08,985683.29
10564,North,Immunex,Hospital,Q3,67,77566.19,285,14212,531204.83,0.89,0.821,11.7,0.58,1152317.73
10565,South,Respira,Specialty Pharmacy,Q1,59,97313.88,443,7763,409220.78,0.82,0.931,13.57,1.27,1005924.22
10566,East,DiabeSafe,Hospital,Q1,69,53070.72,147,14199,213363.49,0.58,0.86,11.2,0.57,671029.54
10567,South,NeuroCalm,Specialty Pharmacy,Q4,13,177902.13,257,5554,188561.09,1.0,0.756,9.72,0.98,684100.78
10568,South,OncoPlus,Specialty Pharmacy,Q2,47,59554.28,427,10167,233000.99,0.91,0.883,13.49,0.67,1083515.32
10569,Central,Immunex,Specialty Pharmacy,Q1,61,141026.23,374,11588,132064.72,1.12,0.804,13.1,1.25,1080625.82
10570,South,DiabeSafe,Hospital,Q3,31,82674.26,447,1308,142326.55,1.11,0.73,11.34,1.41,976522.65
10571,East,Immunex,Hospital,Q3,80,45056.96,131,9670,520228.48,0.66,0.898,6.48,1.05,874336.5
10572,West,DiabeSafe,Hospital,Q2,22,145952.19,335,11155,268534.2,1.43,0.961,7.3,1.03,1125868.89
10573,South,CardioCare,Retail Pharmacy,Q3,43,66713.15,362,1225,300317.01,0.72,0.817,17.47,1.26,764837.89
10574,West,NeuroCalm,Hospital,Q3,67,157082.87,164,11193,398310.67,0.95,0.829,2.02,0.51,774408.59
10575,Central,Immunex,Clinic,Q2,54,165593.72,84,12054,395585.17,0.99,0.969,4.83,1.42,759755.16
10576,Central,OncoPlus,Retail Pharmacy,Q4,10,156170.05,266,8201,71773.66,1.28,0.948,8.86,0.7,827313.72
10577,North,OncoPlus,Hospital,Q4,42,15951.35,242,1716,545555.29,0.64,0.92,15.06,1.48,1068407.23
10578,Central,Respira,Retail Pharmacy,Q3,64,143853.47,332,4551,139942.46,0.94,0.79,2.95,1.24,639809.2
10579,East,DiabeSafe,Retail Pharmacy,Q4,21,79927.71,125,2697,478304.41,1.12,0.975,4.99,1.27,657172.82
10580,South,Immunex,Retail Pharmacy,Q4,80,158532.9,200,14691,509056.01,0.74,0.763,1.18,1.16,1013138.7
10581,South,Respira,Retail Pharmacy,Q3,76,118452.22,203,3306,473237.71,1.11,0.895,12.71,0.97,626523.89
10582,Central,Immunex,Clinic,Q4,66,151719.33,245,9470,388966.14,1.38,0.728,4.29,1.07,836997.28
10583,East,DiabeSafe,Retail Pharmacy,Q3,41,94903.4,284,1472,39057.58,1.45,0.9,7.0,0.55,567829.51
10584,South,OncoPlus,Clinic,Q1,24,100954.34,297,11502,253432.81,0.58,0.798,7.99,1.12,901509.01
10585,West,CardioCare,Clinic,Q2,35,34545.9,416,6134,405000.45,0.76,0.846,16.04,1.13,644200.11
10586,South,OncoPlus,Hospital,Q2,56,143277.85,108,14204,270219.8,0.83,0.817,7.4,1.39,1134934.79
10587,North,Respira,Clinic,Q4,30,81296.23,195,7983,565357.53,0.91,0.768,2.61,1.01,585662.53
10588,North,NeuroCalm,Hospital,Q4,57,95013.62,37,2623,221457.41,0.77,0.894,9.44,0.58,422625.47
10589,North,CardioCare,Specialty Pharmacy,Q4,47,143466.61,390,9290,211991.57,0.73,0.967,17.33,0.81,1101683.9
10590,North,Respira,Retail Pharmacy,Q2,35,111803.72,443,12033,194918.57,1.41,0.989,10.94,1.16,808614.61
10591,North,DiabeSafe,Clinic,Q1,19,44186.78,420,724,236324.14,1.38,0.774,17.7,0.74,609766.08
10592,West,CardioCare,Clinic,Q1,8,110339.55,418,14341,375591.08,0.59,0.921,15.14,0.78,917378.65
10593,North,Respira,Specialty Pharmacy,Q2,26,79297.59,125,14948,468349.48,0.85,0.906,0.65,1.32,782890.13
10594,South,DiabeSafe,Specialty Pharmacy,Q1,71,89819.34,290,9532,440792.11,0.91,0.816,11.85,1.08,1042843.58
10595,Central,OncoPlus,Hospital,Q2,30,14812.92,338,2314,530785.05,0.77,0.725,5.16,1.01,1082042.73
10596,East,NeuroCalm,Hospital,Q1,7,45704.99,186,13501,579266.68,1.12,0.913,10.07,0.82,725708.31
10597,West,DiabeSafe,Retail Pharmacy,Q3,67,57776.47,32,1606,535969.01,1.13,0.985,5.03,1.23,511785.15
10598,North,Immunex,Hospital,Q3,65,131203.2,356,624,41746.15,1.32,0.897,6.28,0.79,805419.78
10599,North,DiabeSafe,Specialty Pharmacy,Q2,36,11953.72,51,3746,486269.13,1.22,0.842,16.62,1.24,609290.79
10600,North,DiabeSafe,Retail Pharmacy,Q1,25,79492.13,412,13880,159207.74,1.04,0.867,3.72,0.57,844612.4
10601,North,NeuroCalm,Clinic,Q4,37,167084.57,59,3431,112415.39,1.14,0.776,15.73,1.36,391788.16
10602,South,Immunex,Retail Pharmacy,Q1,1,29019.7,167,14067,425863.05,0.8,0.93,0.55,1.0,751489.67
10603,North,Respira,Specialty Pharmacy,Q3,15,97792.15,237,14538,228240.78,1.08,0.929,1.64,0.94,706894.58
10604,North,Respira,Hospital,Q3,37,143708.81,238,12817,65412.64,0.99,0.761,15.38,1.11,687999.64
10605,North,DiabeSafe,Clinic,Q1,13,170230.32,101,3471,115330.44,0.67,0.966,11.35,1.12,600672.3
10606,East,Immunex,Clinic,Q1,8,136952.03,352,2517,30576.24,0.77,0.795,13.45,0.63,610634.56
10607,North,Immunex,Retail Pharmacy,Q4,5,132496.14,227,7915,589998.65,0.81,0.995,3.77,1.26,1045625.24
10608,South,NeuroCalm,Retail Pharmacy,Q4,60,150502.98,220,2915,45263.15,1.38,0.827,9.67,0.78,421663.49
10609,East,OncoPlus,Specialty Pharmacy,Q1,73,85854.21,351,13282,159862.58,0.76,0.77,13.27,1.4,1215798.12
10610,West,Respira,Hospital,Q1,1,146993.57,447,3596,288082.92,0.81,0.818,11.29,1.32,989742.4
10611,North,NeuroCalm,Retail Pharmacy,Q1,36,11353.95,57,2109,251074.22,0.88,0.843,8.49,0.85,273537.41
10612,West,CardioCare,Retail Pharmacy,Q1,35,167175.38,230,1217,595270.04,1.15,0.739,17.28,1.31,986945.24
10613,West,Respira,Hospital,Q2,66,85362.11,346,4061,54979.15,0.66,0.882,12.17,0.86,738303.69
10614,North,NeuroCalm,Retail Pharmacy,Q1,63,104074.63,268,9708,347573.12,1.41,0.887,16.34,0.6,628887.16
10615,Central,Respira,Hospital,Q4,23,53329.98,246,12257,451897.27,1.33,0.927,13.14,1.46,760208.23
10616,Central,OncoPlus,Hospital,Q3,9,136230.24,67,14125,607652.74,1.07,0.728,13.24,1.15,1326697.61
10617,North,CardioCare,Hospital,Q2,34,23028.09,37,13393,414630.18,1.16,0.872,1.44,0.96,647664.31
10618,South,OncoPlus,Clinic,Q1,46,158348.09,419,13162,528328.25,0.56,0.735,6.47,0.9,1154245.24
10619,West,CardioCare,Retail Pharmacy,Q3,78,150779.86,314,7282,81909.46,0.86,0.916,15.45,0.82,732154.15
10620,West,DiabeSafe,Clinic,Q2,4,46730.22,215,10652,269282.5,1.27,0.736,4.19,1.48,589159.44
10621,North,NeuroCalm,Retail Pharmacy,Q3,30,147585.15,206,1548,261847.22,0.62,0.975,2.08,0.63,540244.45
10622,North,CardioCare,Hospital,Q1,75,143680.81,364,10049,579498.69,0.8,0.917,5.87,0.81,1264634.68
10623,South,OncoPlus,Retail Pharmacy,Q1,72,117476.82,243,12118,123850.13,1.08,0.862,3.97,0.99,881432.74
10624,East,Respira,Retail Pharmacy,Q4,3,73498.43,337,8807,124169.43,0.78,0.844,16.66,0.98,556939.28
10625,East,CardioCare,Hospital,Q1,14,56154.79,416,10787,233706.05,1.39,0.757,15.62,0.97,944749.01
10626,South,NeuroCalm,Retail Pharmacy,Q1,60,49403.21,384,8405,63768.95,0.67,0.801,8.99,0.68,489393.2
10627,East,CardioCare,Hospital,Q2,77,64163.52,356,10493,143123.99,1.27,0.963,1.1,0.64,801284.87
10628,West,Immunex,Retail Pharmacy,Q4,45,163604.94,248,10838,628429.98,1.01,0.973,12.86,0.75,1172108.45
10629,North,Respira,Retail Pharmacy,Q2,34,23198.93,409,6078,295474.04,1.23,0.72,11.22,1.41,494052.2
10630,South,NeuroCalm,Hospital,Q3,45,150908.12,96,14334,421851.91,0.83,0.886,17.47,0.61,834982.75
10631,West,NeuroCalm,Hospital,Q1,61,69311.31,207,2120,480188.98,1.01,0.921,10.06,1.26,766651.08
10632,Central,DiabeSafe,Specialty Pharmacy,Q3,16,98671.9,365,7048,257516.07,1.32,0.893,6.06,1.26,916946.07
10633,East,OncoPlus,Retail Pharmacy,Q2,66,145062.56,289,7881,121280.79,0.97,0.743,9.34,1.31,1022316.43
10634,East,DiabeSafe,Hospital,Q1,40,160344.01,114,5280,158080.23,0.87,0.781,17.63,1.39,812129.24
10635,North,NeuroCalm,Clinic,Q1,17,68612.84,329,11642,224225.22,1.03,0.79,12.53,0.76,456018.69
10636,South,Respira,Hospital,Q2,34,88513.39,151,4292,424362.42,1.2,0.953,12.1,0.72,648953.75
10637,East,CardioCare,Specialty Pharmacy,Q2,16,80467.73,58,14259,276933.94,0.95,0.85,4.33,0.97,689891.94
10638,South,CardioCare,Clinic,Q2,60,12252.68,91,3441,34225.11,1.39,0.856,13.38,0.77,123087.89
10639,South,Respira,Hospital,Q2,66,60310.29,300,6195,354512.45,0.82,0.982,13.5,1.23,915146.93
10640,South,NeuroCalm,Hospital,Q2,66,88062.17,352,6901,601338.3,0.98,0.898,5.71,1.14,937908.09
10641,North,CardioCare,Hospital,Q1,13,79885.91,179,14956,533488.12,1.23,0.972,8.71,1.37,1031114.17
10642,South,CardioCare,Hospital,Q2,56,132727.97,206,13597,541631.05,1.17,0.848,5.3,0.58,1110637.18
10643,North,CardioCare,Hospital,Q1,31,75416.61,210,9669,522935.97,1.33,0.762,4.66,1.42,958849.17
10644,South,OncoPlus,Specialty Pharmacy,Q1,34,93194.0,441,6697,230713.11,1.45,0.98,0.47,0.79,1116500.02
10645,North,OncoPlus,Hospital,Q2,39,83033.46,139,11758,504420.18,0.93,0.848,5.13,0.99,1187260.45
10646,Central,Immunex,Retail Pharmacy,Q2,67,135906.45,239,5950,118760.04,0.65,0.771,9.97,0.94,727926.71
10647,East,DiabeSafe,Clinic,Q4,8,156705.31,72,9475,437784.01,0.58,0.805,0.03,1.26,631100.61
10648,West,Respira,Specialty Pharmacy,Q1,78,100421.14,241,8932,427772.51,1.2,0.734,5.1,0.92,853632.48
10649,West,Respira,Retail Pharmacy,Q2,55,144203.47,431,6374,45853.28,1.34,0.851,15.87,1.44,759590.84
10650,East,Respira,Hospital,Q2,27,60453.74,150,2053,518541.48,0.75,0.959,10.69,1.4,803294.83
